[2026-02-20 11:35:21] | 담당 AI: 전략 잼 | 출처: Barchart | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 74.8%
[2026-02-20 11:43:19] | 담당 AI: 행동 잼 | 출처: Investing.com | 타겟: 비트코인 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 82.9%
[2026-02-20 11:43:24] | 담당 AI: 정렬 잼 | 출처: Aggr.trade | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 77.7%
[2026-02-20 11:43:26] | 담당 AI: 정렬 잼 | 출처: Bookmap | 타겟: 솔라나 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 77.2%
[2026-02-20 11:43:31] | 담당 AI: 가디언 잼 | 출처: LookIntoBitcoin | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 74.8%
[2026-02-20 11:43:35] | 담당 AI: 타이밍 잼 | 출처: TrendSpider | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 82.4%
[2026-02-20 11:43:37] | 담당 AI: 전략 잼 | 출처: Exocharts | 타겟: 리플 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 76.1%
[2026-02-20 11:43:42] | 담당 AI: 타이밍 잼 | 출처: Investing.com | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 72.3%
[2026-02-20 11:43:46] | 담당 AI: 타이밍 잼 | 출처: Whalemap | 타겟: 리플 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 99.3%
[2026-02-20 11:43:50] | 담당 AI: 수집 잼 | 출처: GoCharting | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 94.2%
[2026-02-20 11:43:55] | 담당 AI: 행동 잼 | 출처: AlphaQuery | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 82.1%
[2026-02-20 11:43:58] | 담당 AI: 가디언 잼 | 출처: HyblockCapital | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 77.9%
[2026-02-20 11:44:01] | 담당 AI: 수집 잼 | 출처: Cryptowat.ch | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 83.5%
[2026-02-20 11:44:05] | 담당 AI: 수집 잼 | 출처: Cryptowat.ch | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 95.0%
[2026-02-20 11:44:10] | 담당 AI: 수집 잼 | 출처: LookIntoBitcoin | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 90.1%
[2026-02-20 11:44:12] | 담당 AI: 수집 잼 | 출처: Glassnode | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 82.4%
[2026-02-20 11:44:15] | 담당 AI: 가디언 잼 | 출처: Investing.com | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 89.1%
[2026-02-20 11:44:17] | 담당 AI: 타이밍 잼 | 출처: ATAS | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 81.5%
[2026-02-20 11:44:22] | 담당 AI: 수집 잼 | 출처: Exocharts | 타겟: 온도 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 77.2%
[2026-02-20 11:44:26] | 담당 AI: 정렬 잼 | 출처: LookIntoBitcoin | 타겟: 비트코인 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 95.2%
[2026-02-20 11:44:29] | 담당 AI: 가디언 잼 | 출처: HyblockCapital | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 95.1%
[2026-02-20 11:44:33] | 담당 AI: 전략 잼 | 출처: TradingView | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 96.3%
[2026-02-20 11:44:37] | 담당 AI: 전략 잼 | 출처: GoCharting | 타겟: 제로엑스 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 99.3%
[2026-02-20 11:44:41] | 담당 AI: 가디언 잼 | 출처: TradingLite | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 78.6%
[2026-02-20 11:44:44] | 담당 AI: 가디언 잼 | 출처: Investing.com | 타겟: 리플 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 83.0%
[2026-02-20 11:44:48] | 담당 AI: 수집 잼 | 출처: Birdeye.so | 타겟: 솔라나 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 72.5%
[2026-02-20 11:44:53] | 담당 AI: 타이밍 잼 | 출처: LookIntoBitcoin | 타겟: 수이 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 91.5%
[2026-02-20 11:44:56] | 담당 AI: 타이밍 잼 | 출처: StockCharts | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 81.1%
[2026-02-20 11:45:01] | 담당 AI: 정렬 잼 | 출처: Investing.com | 타겟: 비트코인 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 78.4%
[2026-02-20 11:45:04] | 담당 AI: 전략 잼 | 출처: TrendSpider | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 81.2%
[2026-02-20 11:45:07] | 담당 AI: 가디언 잼 | 출처: TradingView | 타겟: 솔라나 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 80.5%
[2026-02-20 11:45:11] | 담당 AI: 전략 잼 | 출처: ATAS | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 88.0%
[2026-02-20 11:45:16] | 담당 AI: 정렬 잼 | 출처: Messari | 타겟: 리플 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 87.2%
[2026-02-20 11:45:21] | 담당 AI: 타이밍 잼 | 출처: Messari | 타겟: 이더리움 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 75.5%
[2026-02-20 11:45:25] | 담당 AI: 수집 잼 | 출처: Messari | 타겟: 리플 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 75.1%
[2026-02-20 11:45:30] | 담당 AI: 정렬 잼 | 출처: Whalemap | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 88.8%
[2026-02-20 11:45:33] | 담당 AI: 수집 잼 | 출처: Glassnode | 타겟: 솔라나 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 96.0%
[2026-02-20 11:45:37] | 담당 AI: 전략 잼 | 출처: TrendSpider | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 98.5%
[2026-02-20 11:45:41] | 담당 AI: 정렬 잼 | 출처: Birdeye.so | 타겟: 온도 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 90.7%
[2026-02-20 11:45:43] | 담당 AI: 전략 잼 | 출처: TradingLite | 타겟: 솔라나 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 83.7%
[2026-02-20 11:45:45] | 담당 AI: 정렬 잼 | 출처: TradingLite | 타겟: 제로엑스 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 90.1%
[2026-02-20 11:45:49] | 담당 AI: 수집 잼 | 출처: Birdeye.so | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 72.5%
[2026-02-20 11:45:52] | 담당 AI: 가디언 잼 | 출처: ATAS | 타겟: 온도 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 71.8%
[2026-02-20 11:45:57] | 담당 AI: 가디언 잼 | 출처: StockCharts | 타겟: 온도 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 79.4%
[2026-02-20 11:46:01] | 담당 AI: 가디언 잼 | 출처: Velo.xyz | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 96.0%
[2026-02-20 11:46:04] | 담당 AI: 전략 잼 | 출처: MarketChameleon | 타겟: 비트코인 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 87.2%
[2026-02-20 11:46:06] | 담당 AI: 수집 잼 | 출처: TensorCharts | 타겟: 리플 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 91.8%
[2026-02-20 11:46:08] | 담당 AI: 전략 잼 | 출처: Koyfin | 타겟: 온도 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 70.8%
[2026-02-20 11:46:13] | 담당 AI: 정렬 잼 | 출처: Exocharts | 타겟: 솔라나 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 76.1%
[2026-02-20 11:46:16] | 담당 AI: 전략 잼 | 출처: Coinglass | 타겟: 비트코인 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 93.5%
[2026-02-20 11:46:20] | 담당 AI: 행동 잼 | 출처: StockCharts | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 75.5%
[2026-02-20 11:46:23] | 담당 AI: 전략 잼 | 출처: LookIntoBitcoin | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 99.4%
[2026-02-20 11:46:27] | 담당 AI: 정렬 잼 | 출처: Velo.xyz | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 78.8%
[2026-02-20 11:46:29] | 담당 AI: 행동 잼 | 출처: Glassnode | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 92.9%
[2026-02-20 11:46:32] | 담당 AI: 정렬 잼 | 출처: Cryptowat.ch | 타겟: 수이 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 81.2%
[2026-02-20 11:46:35] | 담당 AI: 가디언 잼 | 출처: StockCharts | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 74.0%
[2026-02-20 11:46:39] | 담당 AI: 전략 잼 | 출처: TradingEconomics | 타겟: 제로엑스 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 74.2%
[2026-02-20 11:46:43] | 담당 AI: 가디언 잼 | 출처: Koyfin | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 80.3%
[2026-02-20 11:46:48] | 담당 AI: 정렬 잼 | 출처: MarketChameleon | 타겟: 이더리움 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 99.3%
[2026-02-20 11:46:51] | 담당 AI: 가디언 잼 | 출처: Exocharts | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 90.6%
[2026-02-20 11:46:55] | 담당 AI: 정렬 잼 | 출처: MarketChameleon | 타겟: 수이 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 83.3%
[2026-02-20 11:46:58] | 담당 AI: 수집 잼 | 출처: Dropstab | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 99.3%
[2026-02-20 11:47:03] | 담당 AI: 타이밍 잼 | 출처: CoinGecko | 타겟: 온도 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 87.8%
[2026-02-20 11:47:05] | 담당 AI: 전략 잼 | 출처: LookIntoBitcoin | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 84.9%
[2026-02-20 11:47:08] | 담당 AI: 정렬 잼 | 출처: TradingView | 타겟: 수이 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 73.4%
[2026-02-20 11:47:12] | 담당 AI: 행동 잼 | 출처: Dropstab | 타겟: 수이 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 80.5%
[2026-02-20 11:47:15] | 담당 AI: 타이밍 잼 | 출처: ATAS | 타겟: 수이 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 99.4%
[2026-02-20 11:47:17] | 담당 AI: 행동 잼 | 출처: Dropstab | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 94.9%
[2026-02-20 11:47:20] | 담당 AI: 수집 잼 | 출처: Dropstab | 타겟: 온도 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 76.5%
[2026-02-20 11:47:22] | 담당 AI: 가디언 잼 | 출처: TradingLite | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 89.1%
[2026-02-20 11:47:25] | 담당 AI: 타이밍 잼 | 출처: CoinMarketCap | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 81.0%
[2026-02-20 11:47:30] | 담당 AI: 전략 잼 | 출처: MarketChameleon | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 97.1%
[2026-02-20 11:47:34] | 담당 AI: 행동 잼 | 출처: Finviz | 타겟: 수이 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 99.4%
[2026-02-20 11:47:37] | 담당 AI: 가디언 잼 | 출처: LookIntoBitcoin | 타겟: 리플 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 92.2%
[2026-02-20 11:47:39] | 담당 AI: 행동 잼 | 출처: AlphaQuery | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 90.6%
[2026-02-20 11:47:42] | 담당 AI: 수집 잼 | 출처: DexScreener | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 96.6%
[2026-02-20 11:47:47] | 담당 AI: 타이밍 잼 | 출처: Investing.com | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 78.4%
[2026-02-20 11:47:50] | 담당 AI: 정렬 잼 | 출처: AlphaQuery | 타겟: 이더리움 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 72.1%
[2026-02-20 11:47:54] | 담당 AI: 전략 잼 | 출처: Koyfin | 타겟: 제로엑스 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 72.6%
[2026-02-20 11:47:56] | 담당 AI: 가디언 잼 | 출처: GoCharting | 타겟: 제로엑스 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 87.1%
[2026-02-20 11:48:00] | 담당 AI: 행동 잼 | 출처: Investing.com | 타겟: 비트코인 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 73.9%
[2026-02-20 11:48:03] | 담당 AI: 정렬 잼 | 출처: TradingLite | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 98.3%
[2026-02-20 11:48:07] | 담당 AI: 수집 잼 | 출처: Aggr.trade | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 90.3%
[2026-02-20 11:48:12] | 담당 AI: 가디언 잼 | 출처: TrendSpider | 타겟: 비트코인 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 77.5%
[2026-02-20 11:48:14] | 담당 AI: 타이밍 잼 | 출처: HyblockCapital | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 78.3%
[2026-02-20 11:48:18] | 담당 AI: 가디언 잼 | 출처: Coinglass | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 91.6%
[2026-02-20 11:48:21] | 담당 AI: 전략 잼 | 출처: Coinglass | 타겟: 제로엑스 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 80.3%
[2026-02-20 11:48:24] | 담당 AI: 행동 잼 | 출처: Bookmap | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 94.0%
[2026-02-20 11:48:28] | 담당 AI: 정렬 잼 | 출처: LookIntoBitcoin | 타겟: 리플 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 74.9%
[2026-02-20 11:48:31] | 담당 AI: 수집 잼 | 출처: Barchart | 타겟: 수이 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 84.7%
[2026-02-20 11:48:34] | 담당 AI: 수집 잼 | 출처: Investing.com | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 77.8%
[2026-02-20 11:48:38] | 담당 AI: 전략 잼 | 출처: Finviz | 타겟: 이더리움 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 90.5%
[2026-02-20 11:48:43] | 담당 AI: 전략 잼 | 출처: Cryptowat.ch | 타겟: 비트코인 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 76.9%
[2026-02-20 11:48:46] | 담당 AI: 수집 잼 | 출처: ATAS | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 91.2%
[2026-02-20 11:48:48] | 담당 AI: 타이밍 잼 | 출처: TensorCharts | 타겟: 온도 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 74.8%
[2026-02-20 11:48:51] | 담당 AI: 타이밍 잼 | 출처: Koyfin | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 72.3%
[2026-02-20 11:48:54] | 담당 AI: 정렬 잼 | 출처: Bookmap | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 85.8%
[2026-02-20 11:48:57] | 담당 AI: 정렬 잼 | 출처: Bookmap | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 80.4%
[2026-02-20 11:49:00] | 담당 AI: 전략 잼 | 출처: StockCharts | 타겟: 솔라나 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 84.4%
[2026-02-20 11:49:03] | 담당 AI: 행동 잼 | 출처: Aggr.trade | 타겟: 솔라나 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 81.0%
[2026-02-20 11:49:06] | 담당 AI: 가디언 잼 | 출처: Dropstab | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 83.8%
[2026-02-20 11:49:10] | 담당 AI: 가디언 잼 | 출처: DexScreener | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 72.2%
[2026-02-20 11:49:14] | 담당 AI: 타이밍 잼 | 출처: AlphaQuery | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 95.2%
[2026-02-20 11:49:17] | 담당 AI: 정렬 잼 | 출처: DexScreener | 타겟: 솔라나 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 71.5%
[2026-02-20 11:49:21] | 담당 AI: 수집 잼 | 출처: TradingView | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 93.4%
[2026-02-20 11:49:24] | 담당 AI: 가디언 잼 | 출처: HyblockCapital | 타겟: 수이 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 72.8%
[2026-02-20 11:49:28] | 담당 AI: 타이밍 잼 | 출처: Cryptowat.ch | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 76.2%
[2026-02-20 11:49:31] | 담당 AI: 전략 잼 | 출처: Investing.com | 타겟: 온도 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 76.4%
[2026-02-20 11:49:34] | 담당 AI: 전략 잼 | 출처: TrendSpider | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 83.0%
[2026-02-20 11:49:38] | 담당 AI: 전략 잼 | 출처: HyblockCapital | 타겟: 온도 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 81.4%
[2026-02-20 11:49:40] | 담당 AI: 가디언 잼 | 출처: Velo.xyz | 타겟: 제로엑스 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 72.0%
[2026-02-20 11:49:44] | 담당 AI: 정렬 잼 | 출처: Birdeye.so | 타겟: 비트코인 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 94.1%
[2026-02-20 11:49:48] | 담당 AI: 전략 잼 | 출처: Aggr.trade | 타겟: 이더리움 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 97.5%
[2026-02-20 11:49:52] | 담당 AI: 가디언 잼 | 출처: Whalemap | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 75.6%
[2026-02-20 11:49:54] | 담당 AI: 행동 잼 | 출처: TradingEconomics | 타겟: 제로엑스 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 84.0%
[2026-02-20 11:49:59] | 담당 AI: 타이밍 잼 | 출처: Birdeye.so | 타겟: 리플 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 88.5%
[2026-02-20 11:50:03] | 담당 AI: 가디언 잼 | 출처: TradingView | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 78.3%
[2026-02-20 11:50:06] | 담당 AI: 전략 잼 | 출처: CoinGecko | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 79.1%
